Datei;Variable;Mittelwert;Median;Standardabweichung;Minimalwert;Maximalwert;RMS;Anzahl_Werte
Results_File_5_TOP_14.mat;Data[0].ModelsData[0].Model1[0].PowerReference[0].Rel;100.0;100.0;0.0;100.0;100.0;100.0;1000
Results_File_5_TOP_14.mat;Data[0].ModelsData[0].Model1[0].PowerReference[0].Abs;46.0;46.0;0.0;46.0;46.0;46.0;1000
Results_File_5_TOP_14.mat;Data[0].ModelsData[0].Model1[0].AirDensity;1.1299999952316284;1.1299999952316284;0.0;1.1299999952316284;1.1299999952316284;1.1299999952316284;1000
Results_File_5_TOP_14.mat;Data[0].RecordingStart;nan;nan;nan;nan;nan;nan;1
Results_File_5_TOP_14.mat;Data[0].TN;nan;nan;nan;nan;nan;nan;1
Results_File_5_TOP_15.mat;Data[0].Time;3.9998;3.9998;2.3094010738717516;0.0;7.9996;4.618628948075392;20000
Results_File_5_TOP_15.mat;Data[0].ModelsData[0].Model1[0].Tower[0].FA;-7.675284833523836;-7.651629536382673;1.161401776091683;-9.589857270640712;-5.839672703896804;7.762657493489581;2000
Results_File_5_TOP_15.mat;Data[0].ModelsData[0].Model1[0].Tower[0].SS;0.24195124517351213;0.2684463243329771;1.059852306332477;-1.6813502350161573;2.0687778899746463;1.0871188142421615;2000
Results_File_5_TOP_15.mat;Data[0].ModelsData[0].Model1[0].RotorSpeed;752.0368830125276;752.0313089255783;0.3819728336280821;750.9685339201756;753.1538268664184;752.0369800179002;2000
Results_File_5_TOP_15.mat;Data[0].ModelsData[0].Model1[0].PitotVelocity;4.546605780150081;4.546705376717352;0.013677641669273953;4.499722927808762;4.592195510864258;4.546626353459866;2000
Results_File_5_TOP_15.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade1;0.3993149995803833;0.3993149995803833;0.0;0.3993149995803833;0.3993149995803833;0.3993149995803833;2000
Results_File_5_TOP_15.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade1Dem;0.4000000059604645;0.4000000059604645;0.0;0.4000000059604645;0.4000000059604645;0.40000000596046453;2000
Results_File_5_TOP_15.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade2;0.3991750180721283;0.3991750180721283;0.0;0.3991750180721283;0.3991750180721283;0.39917501807212835;2000
Results_File_5_TOP_15.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade2Dem;0.4000000059604645;0.4000000059604645;0.0;0.4000000059604645;0.4000000059604645;0.40000000596046453;2000
Results_File_5_TOP_15.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade3;0.39368000626564026;0.39368000626564026;0.0;0.39368000626564026;0.39368000626564026;0.3936800062656403;2000
Results_File_5_TOP_15.mat;Data[0].ModelsData[0].Model1[0].Pitch[0].Blade3Dem;0.4000000059604645;0.4000000059604645;0.0;0.4000000059604645;0.4000000059604645;0.40000000596046453;2000
Results_File_5_TOP_15.mat;Data[0].ModelsData[0].Model1[0].Yaw;0.5479829478026143;0.5489999651908875;0.0028008828538569636;0.5399999618530273;0.5489999651908875;0.547990105774916;2000
Results_File_5_TOP_15.mat;Data[0].ModelsData[0].Model1[0].YawDem;0.0;0.0;0.0;0.0;0.0;0.0;2000
Results_File_5_TOP_15.mat;Data[0].ModelsData[0].Model1[0].PitotDirection;0.006195068359375;0.006195068359375;0.0;0.006195068359375;0.006195068359375;0.006195068359375;2000
Results_File_5_TOP_15.mat;Data[0].ModelsData[0].Model1[0].Hub[0].Yawing;86.95126849517817;69.75948333739854;894.483268354688;-1280.2296142578161;1506.5897623697929;898.6995273501624;20000
